Praktikumsgruppe;29
Startzeitpunkt;20190503-093128
Anzahl der Zyklen;1000
Messzeit/Zyklus [sec];1
Hochspannung [V] ;400
Mittelwert;4,04
Standardabweichung;2
Anzahl Ereignisse;4036
;
Zyklus;Ereignisse
0;3
1;7
2;4
3;4
4;3
5;3
6;7
7;2
8;2
9;3
10;3
11;3
12;2
13;8
14;5
15;1
16;4
17;8
18;6
19;4
20;1
21;1
22;5
23;3
24;7
25;5
26;3
27;3
28;4
29;6
30;2
31;4
32;4
33;2
34;1
35;7
36;3
37;5
38;2
39;6
40;2
41;3
42;2
43;1
44;6
45;3
46;7
47;3
48;6
49;6
50;4
51;5
52;6
53;1
54;4
55;4
56;5
57;4
58;4
59;6
60;1
61;6
62;1
63;4
64;3
65;7
66;9
67;4
68;5
69;2
70;4
71;1
72;7
73;2
74;2
75;3
76;4
77;5
78;3
79;5
80;5
81;3
82;4
83;2
84;5
85;4
86;4
87;6
88;4
89;3
90;2
91;3
92;4
93;5
94;4
95;6
96;3
97;2
98;6
99;4
100;6
101;6
102;4
103;3
104;2
105;4
106;3
107;1
108;3
109;1
110;4
111;4
112;0
113;5
114;2
115;4
116;2
117;8
118;8
119;3
120;2
121;2
122;5
123;3
124;5
125;6
126;3
127;4
128;7
129;6
130;8
131;1
132;1
133;2
134;8
135;3
136;3
137;4
138;5
139;6
140;2
141;10
142;4
143;3
144;3
145;3
146;4
147;1
148;6
149;2
150;4
151;2
152;2
153;3
154;0
155;4
156;3
157;2
158;2
159;5
160;2
161;1
162;2
163;7
164;3
165;6
166;6
167;3
168;6
169;1
170;3
171;4
172;4
173;5
174;4
175;2
176;2
177;6
178;2
179;2
180;5
181;3
182;3
183;6
184;3
185;6
186;6
187;7
188;2
189;3
190;6
191;2
192;6
193;2
194;2
195;0
196;6
197;4
198;5
199;4
200;8
201;1
202;5
203;4
204;2
205;6
206;6
207;4
208;5
209;3
210;7
211;4
212;6
213;6
214;4
215;3
216;4
217;4
218;1
219;5
220;6
221;9
222;6
223;5
224;5
225;4
226;6
227;3
228;7
229;3
230;7
231;6
232;7
233;3
234;8
235;1
236;7
237;7
238;2
239;3
240;4
241;3
242;3
243;6
244;5
245;4
246;3
247;6
248;3
249;5
250;2
251;1
252;3
253;7
254;4
255;1
256;4
257;5
258;2
259;3
260;2
261;5
262;3
263;4
264;5
265;8
266;4
267;3
268;0
269;5
270;5
271;7
272;0
273;4
274;5
275;5
276;5
277;6
278;3
279;1
280;3
281;1
282;8
283;9
284;5
285;2
286;6
287;2
288;3
289;3
290;3
291;3
292;2
293;5
294;3
295;2
296;7
297;3
298;5
299;7
300;5
301;3
302;8
303;5
304;4
305;3
306;7
307;1
308;3
309;5
310;2
311;1
312;7
313;3
314;4
315;5
316;5
317;4
318;5
319;1
320;6
321;6
322;2
323;2
324;1
325;4
326;5
327;5
328;6
329;5
330;4
331;6
332;4
333;4
334;3
335;5
336;3
337;4
338;5
339;2
340;3
341;5
342;7
343;3
344;5
345;3
346;3
347;7
348;4
349;6
350;5
351;7
352;5
353;2
354;2
355;5
356;6
357;3
358;6
359;3
360;3
361;1
362;8
363;4
364;3
365;5
366;3
367;6
368;1
369;2
370;6
371;5
372;2
373;4
374;4
375;3
376;5
377;3
378;6
379;2
380;6
381;3
382;5
383;4
384;1
385;5
386;2
387;4
388;10
389;4
390;8
391;4
392;1
393;3
394;2
395;3
396;2
397;5
398;2
399;3
400;5
401;4
402;7
403;4
404;5
405;7
406;5
407;6
408;5
409;6
410;6
411;3
412;4
413;2
414;6
415;5
416;3
417;2
418;7
419;7
420;3
421;5
422;7
423;4
424;2
425;3
426;5
427;5
428;5
429;6
430;1
431;11
432;5
433;5
434;0
435;5
436;3
437;5
438;3
439;8
440;3
441;2
442;1
443;3
444;4
445;1
446;3
447;4
448;7
449;4
450;4
451;5
452;4
453;3
454;3
455;6
456;4
457;2
458;6
459;7
460;1
461;6
462;0
463;5
464;1
465;2
466;4
467;5
468;4
469;1
470;1
471;3
472;5
473;0
474;8
475;6
476;2
477;5
478;2
479;5
480;4
481;4
482;3
483;2
484;1
485;3
486;3
487;2
488;8
489;5
490;5
491;6
492;4
493;3
494;1
495;4
496;7
497;6
498;5
499;3
500;6
501;5
502;1
503;9
504;5
505;3
506;2
507;6
508;4
509;2
510;3
511;3
512;4
513;3
514;7
515;2
516;4
517;4
518;7
519;2
520;5
521;3
522;5
523;3
524;7
525;4
526;8
527;6
528;4
529;5
530;1
531;2
532;1
533;1
534;5
535;5
536;3
537;2
538;5
539;3
540;2
541;1
542;3
543;5
544;9
545;5
546;2
547;2
548;2
549;2
550;5
551;5
552;3
553;5
554;4
555;5
556;4
557;5
558;3
559;6
560;4
561;2
562;4
563;5
564;1
565;2
566;2
567;3
568;2
569;3
570;6
571;3
572;7
573;5
574;2
575;3
576;4
577;6
578;3
579;4
580;4
581;3
582;3
583;4
584;4
585;7
586;1
587;4
588;3
589;4
590;4
591;6
592;4
593;3
594;4
595;7
596;9
597;5
598;2
599;5
600;6
601;2
602;4
603;6
604;4
605;0
606;6
607;1
608;6
609;4
610;4
611;1
612;5
613;8
614;3
615;4
616;4
617;3
618;3
619;6
620;6
621;1
622;3
623;2
624;3
625;6
626;3
627;4
628;3
629;3
630;3
631;4
632;7
633;3
634;2
635;6
636;5
637;6
638;3
639;4
640;2
641;5
642;2
643;3
644;8
645;3
646;0
647;5
648;2
649;4
650;2
651;3
652;3
653;6
654;3
655;4
656;2
657;2
658;4
659;2
660;9
661;8
662;8
663;2
664;3
665;6
666;2
667;4
668;3
669;2
670;2
671;2
672;1
673;3
674;2
675;6
676;1
677;3
678;1
679;3
680;2
681;2
682;5
683;1
684;5
685;7
686;6
687;3
688;3
689;3
690;4
691;3
692;6
693;9
694;4
695;5
696;7
697;3
698;7
699;8
700;2
701;11
702;2
703;2
704;5
705;5
706;5
707;0
708;3
709;4
710;4
711;4
712;1
713;4
714;9
715;6
716;4
717;3
718;2
719;6
720;4
721;6
722;6
723;9
724;2
725;6
726;5
727;3
728;5
729;4
730;3
731;5
732;2
733;4
734;5
735;0
736;2
737;8
738;4
739;4
740;5
741;1
742;3
743;3
744;5
745;6
746;5
747;4
748;4
749;5
750;6
751;1
752;3
753;3
754;3
755;6
756;3
757;7
758;2
759;3
760;2
761;0
762;4
763;5
764;7
765;6
766;5
767;5
768;4
769;2
770;4
771;4
772;7
773;11
774;4
775;5
776;5
777;3
778;7
779;2
780;4
781;5
782;9
783;4
784;2
785;3
786;5
787;4
788;1
789;4
790;3
791;3
792;2
793;2
794;4
795;9
796;4
797;3
798;3
799;2
800;5
801;3
802;2
803;4
804;2
805;5
806;5
807;2
808;6
809;2
810;1
811;6
812;2
813;2
814;5
815;9
816;3
817;6
818;7
819;3
820;2
821;6
822;2
823;1
824;2
825;5
826;8
827;3
828;6
829;3
830;4
831;3
832;3
833;4
834;5
835;1
836;4
837;6
838;4
839;2
840;1
841;8
842;6
843;3
844;4
845;3
846;5
847;4
848;7
849;5
850;5
851;5
852;4
853;3
854;1
855;3
856;6
857;4
858;4
859;5
860;9
861;8
862;7
863;2
864;5
865;1
866;4
867;4
868;6
869;6
870;6
871;6
872;6
873;7
874;2
875;4
876;5
877;3
878;4
879;1
880;8
881;5
882;4
883;2
884;6
885;6
886;6
887;3
888;9
889;5
890;0
891;6
892;5
893;5
894;1
895;5
896;3
897;10
898;4
899;4
900;2
901;5
902;4
903;5
904;4
905;4
906;5
907;4
908;2
909;2
910;2
911;5
912;9
913;3
914;2
915;0
916;1
917;2
918;7
919;8
920;5
921;5
922;7
923;3
924;4
925;2
926;5
927;4
928;5
929;4
930;1
931;5
932;3
933;1
934;4
935;4
936;4
937;4
938;2
939;4
940;2
941;6
942;4
943;5
944;2
945;3
946;4
947;6
948;3
949;3
950;4
951;4
952;1
953;2
954;3
955;3
956;5
957;2
958;6
959;3
960;2
961;4
962;3
963;4
964;3
965;7
966;6
967;4
968;8
969;5
970;3
971;6
972;0
973;8
974;2
975;5
976;4
977;4
978;3
979;9
980;5
981;5
982;2
983;4
984;7
985;4
986;7
987;4
988;3
989;6
990;4
991;5
992;3
993;2
994;1
995;7
996;1
997;2
998;2
999;5
;
Ereigniskanal;Ereignisanzahl
0;16
1;72
2;149
3;192
4;185
5;161
6;115
7;57
8;30
9;17
10;3
11;3
